stim1,stim2,correct,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,ws.thisRepN,ws.thisTrialN,ws.thisN,ws.thisIndex,cat.thisRepN,cat.thisTrialN,cat.thisN,cat.thisIndex,key_resp_2.keys,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
prac1.wav,prac2.wav,1,0,0,0,0,,,,,,,,,None,['1'],0,[7.476140975952148],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
,,,,,,,,,,,,,,,,,,,space,17.9040620327,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/22.wav,ws/4.wav,2,,,,,0,0,0,10,,,,,None,['2'],0,[3.788662910461426],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/1.wav,ws/34.wav,1,,,,,0,1,1,0,,,,,None,['1'],0,[1.5529298782348633],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/31.wav,ws/4.wav,2,,,,,0,2,2,9,,,,,None,['2'],0,[5.390557050704956],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/27.wav,ws/9.wav,2,,,,,0,3,3,11,,,,,None,['2'],0,[5.607218027114868],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/1.wav,ws/10.wav,1,,,,,0,4,4,5,,,,,None,['1'],0,[0.21713805198669434],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/9.wav,ws/18.wav,1,,,,,0,5,5,3,,,,,None,['1'],0,[1.1693809032440186],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/21.wav,ws/3.wav,2,,,,,0,6,6,8,,,,,None,['2'],0,[0.1012260913848877],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/9.wav,ws/33.wav,1,,,,,0,7,7,4,,,,,None,['2'],0,[1.2692410945892334],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/3.wav,ws/29.wav,1,,,,,0,8,8,1,,,,,None,['1'],0,[0.46842193603515625],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/12.wav,ws/3.wav,2,,,,,0,9,9,7,,,,,None,['1'],0,[4.489364147186279],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/4.wav,ws/13.wav,1,,,,,0,10,10,2,,,,,None,['1'],0,[1.5528841018676758],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
ws/19.wav,ws/1.wav,2,,,,,0,11,11,6,,,,,None,['2'],0,[3.9389491081237793],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
,,,,,,,,,,,,,,,,,,,,,space,11.6805520058,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/25-4-9.wav,cat/12-4-9.wav,2,,,,,,,,,0,0,0,24,,['2'],0,[5.557255983352661],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/4-18-1.wav,cat/4-1-18.wav,1,,,,,,,,,0,1,1,14,,['1'],0,[1.819897174835205],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/439.wav,cat/493.wav,2,,,,,,,,,0,2,2,3,,['1'],0,[0.9688880443572998],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/3-15-9.wav,cat/3-22-9.wav,1,,,,,,,,,0,3,3,11,,['1'],0,[1.6364469528198242],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
cat/3-13-9.wav,cat/3-9-13.wav,1,,,,,,,,,0,4,4,10,,['1'],0,[4.289361953735352],,,,,,,2016_Jul_15_1017,59.9236792815,Stat_Cat_Oct,001,114,
