stim1,stim2,correct,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,ws.thisRepN,ws.thisTrialN,ws.thisN,ws.thisIndex,cat.thisRepN,cat.thisTrialN,cat.thisN,cat.thisIndex,key_resp_2.keys,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
prac1.wav,prac2.wav,1,0,0,0,0,,,,,,,,,None,1,1,9.79496312141,,,,,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
,,,,,,,,,,,,,,,,,,,space,68.7902910709,,,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/28.wav,ws/7.wav,2,,,,,0,0,0,13,,,,,None,2,1,0.184730052948,,,,,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/6.wav,ws/24.wav,1,,,,,0,1,1,5,,,,,"['1', '1']",1,1,0.501986026764,,,"[2.203603982925415, 2.7873330116271973]",,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/2.wav,ws/11.wav,1,,,,,0,2,2,0,,,,,['2'],None,0,,,,[2.787734031677246],,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/8.wav,ws/26.wav,1,,,,,0,3,3,7,,,,,['1'],None,0,,,,[2.8375048637390137],,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/2.wav,ws/20.wav,1,,,,,0,4,4,1,,,,,None,2,0,0.201587915421,,,,,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/5.wav,ws/36.wav,1,,,,,0,5,5,3,,,,,['2'],2,0,1.33583784103,,,[2.4705989360809326],,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/30.wav,ws/2.wav,2,,,,,0,6,6,12,,,,,"['2', '2']",2,1,0.418237924576,,,"[2.236690044403076, 2.7205910682678223]",,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/35.wav,ws/8.wav,2,,,,,0,7,7,14,,,,,None,2,1,0.034725189209,,,,,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
ws/23.wav,ws/5.wav,2,,,,,0,8,8,10,,,,,"['2', '2']",2,1,0.351460933685,,,"[2.3035621643066406, 2.737375020980835]",,,,,2016_Jul_12_1634,59.9340401818,Stat_Cat_Oct,001,113,
