stim1,stim2,correct,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,ws.thisRepN,ws.thisTrialN,ws.thisN,ws.thisIndex,cat.thisRepN,cat.thisTrialN,cat.thisN,cat.thisIndex,key_resp_2.keys,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
prac1.wav,prac2.wav,1,0,0,0,0,,,,,,,,,None,2,0,7.59277296066,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
,,,,,,,,,,,,,,,,,,,space,20.1063549519,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/2.wav,ws/11.wav,1,,,,,0,0,0,0,,,,,None,1,1,7.79297780991,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/23.wav,ws/5.wav,2,,,,,0,1,1,10,,,,,['1'],1,0,1.90325689316,,,[2.687589168548584],,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/6.wav,ws/32.wav,1,,,,,0,2,2,4,,,,,None,2,0,3.52171015739,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/30.wav,ws/2.wav,2,,,,,0,3,3,12,,,,,None,2,1,2.67078495026,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/35.wav,ws/8.wav,2,,,,,0,4,4,14,,,,,None,2,1,0.651922941208,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/5.wav,ws/36.wav,1,,,,,0,5,5,3,,,,,None,2,0,2.65409088135,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/17.wav,ws/8.wav,2,,,,,0,6,6,9,,,,,None,2,1,0.351603984833,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/25.wav,ws/7.wav,2,,,,,0,7,7,11,,,,,None,1,0,8.22666788101,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/7.wav,ws/16.wav,1,,,,,0,8,8,6,,,,,['2'],2,0,0.418258905411,,,[2.637507200241089],,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/8.wav,ws/26.wav,1,,,,,0,9,9,7,,,,,None,1,1,0.318198204041,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/2.wav,ws/20.wav,1,,,,,0,10,10,1,,,,,None,1,1,4.67192006111,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/28.wav,ws/7.wav,2,,,,,0,11,11,13,,,,,None,2,1,4.63958597183,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/15.wav,ws/6.wav,2,,,,,0,12,12,8,,,,,None,1,0,4.20578885078,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/5.wav,ws/14.wav,1,,,,,0,13,13,2,,,,,None,1,1,2.55393481255,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
ws/6.wav,ws/24.wav,1,,,,,0,14,14,5,,,,,None,2,0,1.352684021,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
,,,,,,,,,,,,,,,,,,,,,,space,22.8736629486,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-7-14.wav,cat/2-14-7.wav,2,,,,,,,,,0,0,0,30,,1,0,1.06905508041,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/276.wav,cat/267.wav,2,,,,,,,,,0,1,1,2,,2,1,4.27244496346,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/7-5-10.wav,cat/7-10-5.wav,2,,,,,,,,,0,2,2,22,,1,0,2.01999306679,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/572.wav,cat/527.wav,1,,,,,,,,,0,3,3,4,,1,1,1.01908516884,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/5-16-2.wav,cat/5-2-16.wav,1,,,,,,,,,0,4,4,19,,1,1,2.42050719261,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/257.wav,cat/275.wav,1,,,,,,,,,0,5,5,0,,1,1,2.75420284271,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-23-8.wav,cat/2-14-8.wav,2,,,,,,,,,0,6,6,27,,1,0,5.17334294319,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/6-18-2.wav,cat/6-2-18.wav,1,,,,,,,,,0,7,7,21,,1,1,1.11908078194,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-5-13.wav,cat/2-5-16.wav,2,,,,,,,,,0,8,8,28,,2,1,15.9016599655,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/285.wav,cat/258.wav,2,,,,,,,,,0,9,9,1,,1,0,4.22234606743,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-6-26.wav,cat/2-6-17.wav,2,,,,,,,,,0,10,10,18,,1,0,0.702060937881,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/25-5-8.wav,cat/12-5-8.wav,2,,,,,,,,,0,11,11,32,,1,0,1.55308818817,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/11-5-7.wav,cat/21-5-7.wav,1,,,,,,,,,0,12,12,13,,1,1,3.3548707962,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/6-17-2.wav,cat/6-2-17.wav,1,,,,,,,,,0,13,13,20,,1,1,1.23589992523,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/10-6-7.wav,cat/13-6-7.wav,1,,,,,,,,,0,14,14,12,,1,1,1.81985497475,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-6-20.wav,cat/2-6-18.wav,2,,,,,,,,,0,15,15,29,,2,1,9.29471302032,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-14-8.wav,cat/2-10-8.wav,1,,,,,,,,,0,16,16,15,,1,1,0.418302059174,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/725.wav,cat/752.wav,1,,,,,,,,,0,17,17,8,,1,1,0.501796007156,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/8-12-5.wav,cat/8-5-12.wav,1,,,,,,,,,0,18,18,24,,1,1,4.3226108551,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-15-7.wav,cat/2-22-7.wav,1,,,,,,,,,0,19,19,16,,1,1,0.468401908875,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/682.wav,cat/628.wav,1,,,,,,,,,0,20,20,7,,2,0,4.82309603691,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/268.wav,cat/286.wav,1,,,,,,,,,0,21,21,3,,1,1,2.78755092621,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/762.wav,cat/726.wav,2,,,,,,,,,0,22,22,9,,1,0,0.852134943008,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/8-6-11.wav,cat/8-11-6.wav,2,,,,,,,,,0,23,23,23,,2,1,4.78977894783,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-13-8.wav,cat/2-8-13.wav,1,,,,,,,,,0,24,24,14,,1,1,0.318342924118,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/528.wav,cat/582.wav,2,,,,,,,,,0,25,25,5,,1,0,0.318188905716,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-5-18.wav,cat/2-5-12.wav,1,,,,,,,,,0,26,26,17,,1,1,0.8520860672,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/826.wav,cat/862.wav,1,,,,,,,,,0,27,27,11,,2,0,10.3623740673,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-8-15.wav,cat/2-15-8.wav,2,,,,,,,,,0,28,28,31,,2,1,4.85549807549,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/627.wav,cat/672.wav,2,,,,,,,,,0,29,29,6,,1,0,0.768758058548,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/852.wav,cat/825.wav,2,,,,,,,,,0,30,30,10,,1,0,0.0847561359406,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/16-5-8.wav,cat/11-5-8.wav,2,,,,,,,,,0,31,31,25,,1,0,1.3694229126,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
cat/2-17-7.wav,cat/2-15-7.wav,2,,,,,,,,,0,32,32,26,,1,0,0.735360145569,,,,,,,,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
,,,,,,,,,,,,,,,,,,,,,,,,space,14.4501531124,2016_Mar_30_1846,59.936523905,Stat_Cat_Oct,001,105,
